h0,h1,h2,h3,h4,h5,h6,h7,h8
1853.8725,3270.8725000000004,162.0272117526386,0.028934526126931565,0.03106547387306849,1.12,1.12,1.12,1.12
1853.197654586686,3269.984891792824,159.7494232566005,0.02920275288364116,0.030797247116358895,1.12,1.12,1.12,1.12
1852.5228861124604,3269.097300844176,157.48766032066413,0.02946564007988728,0.030534359920112775,1.12,1.12,1.12,1.12
1851.8481982334379,3268.209732063479,155.2419233922163,0.029723294042936887,0.030276705957063166,1.12,1.12,1.12,1.12
1851.173594525138,3267.3221902518926,153.01221284775477,0.029975818981117175,0.03002418101888288,1.12,1.12,1.12,1.12
1850.4990784844235,3266.4346801049205,150.79852910842158,0.030223317026140395,0.02977668297385966,1.12,1.12,1.12,1.12
1849.8246535313876,3265.5472062149474,148.60087268156428,0.03046588827457619,0.02953411172542386,1.12,1.12,1.12,1.12
1849.1503230111844,3264.6597730736967,146.41924374341394,0.03070363082848776,0.029296369171512293,1.12,1.12,1.12,1.12
1848.4760901958111,3263.772385074625,144.2536427524456,0.03093664083525116,0.029063359164748892,1.12,1.12,1.12,1.12
1847.8019582858406,3262.8850465152573,142.1040701340915,0.031165012526573832,0.02883498747342622,1.12,1.12,1.12,1.12
1847.127930412107,3261.997761599442,139.97052607946927,0.031388838256730944,0.02861116174326911,1.12,1.12,1.12,1.12
1846.454009637343,3261.1105344395573,137.85301108868634,0.031608208540032434,0.02839179145996762,1.12,1.12,1.12,1.12
1845.7801989577774,3260.223369058659,135.7515254262393,0.03182321208754063,0.028176787912459422,1.12,1.12,1.12,1.12
1845.1065013046832,3259.3362693925556,133.6660693526614,0.03203393584305114,0.02796606415694891,1.12,1.12,1.12,1.12
1844.4329195458897,3258.4492392918464,131.59664315508675,0.03224046501835426,0.027759534981645795,1.12,1.12,1.12,1.12
1843.7594564872516,3257.5622825238897,129.5432471126943,0.03244288312778815,0.027557116872211906,1.12,1.12,1.12,1.12
1843.0861148740782,3256.6754027747284,127.50588154918952,0.03264127202207601,0.027358727977924047,1.12,1.12,1.12,1.12
1842.4128975427398,3255.788603853861,125.48454671347821,0.03283571546608227,0.027164284533917782,1.12,1.12,1.12,1.12
1841.739806970077,3254.9018890856214,123.4792428750289,0.03302628852776529,0.026973711472234763,1.12,1.12,1.12,1.12
1841.0668457279126,3254.0152619230466,121.48997034472198,0.03321306826081882,0.02678693173918123,1.12,1.12,1.12,1.12
1840.39401633296,3253.1287257451586,119.51672937384416,0.03339613018434612,0.026603869815653935,1.12,1.12,1.12,1.12
1839.7213212480856,3252.2422838586635,117.55952020762443,0.03357554831345361,0.026424451686546446,1.12,1.12,1.12,1.12
1839.0487628835403,3251.3559394996028,115.61834308388396,0.0337513951892347,0.026248604810765352,1.12,1.12,1.12,1.12
1838.3763435981564,3250.4696958349577,113.69319823326445,0.03392373853745173,0.026076261462548322,1.12,1.12,1.12,1.12
1837.7040657041912,3249.5835559691614,111.78408587942167,0.0340926514306894,0.02590734856931065,1.12,1.12,1.12,1.12
1837.031931461112,3248.6975229357504,109.89100623929134,0.03425820216359665,0.0257417978364034,1.12,1.12,1.12,1.12
1836.3599430803813,3247.811599703792,108.01395952329615,0.034420457670684856,0.025579542329315197,1.12,1.12,1.12,1.12
1835.6881027265372,3246.9257891793395,106.15294593554773,0.034579483553437096,0.025420516446562957,1.12,1.12,1.12,1.12
1835.0164125182523,3246.0400942068454,104.30796567403524,0.03473534410687651,0.025264655893123544,1.12,1.12,1.12,1.12
1834.3448745293595,3245.1545175705483,102.479018930958,0.03488810234560319,0.025111897654396864,1.12,1.12,1.12,1.12
1833.6734907898583,3244.26906199582,100.66610589318189,0.03503782002931316,0.024962179970686893,1.12,1.12,1.12,1.12
1833.0022632868945,3243.3837301504836,98.86922674234702,0.035184557687802986,0.024815442312197067,1.12,1.12,1.12,1.12
1832.331193965714,3242.4985246460956,97.08838166203468,0.035328374645484606,0.024671625354515447,1.12,1.12,1.12,1.12
1831.6602847305971,3241.613448039196,95.32357080642247,0.03546932904540351,0.024530670954596545,1.12,1.12,1.12,1.12
1830.9895374457676,3240.728502832536,93.5747943478434,0.035607477872777404,0.02439252212722265,1.12,1.12,1.12,1.12
1830.3189539363127,3239.8436914763092,91.84205244701535,0.035742876978022975,0.02425712302197708,1.12,1.12,1.12,1.12
1829.6485359889725,3238.959016369214,90.1253452836962,0.03587558109948347,0.024124418900516587,1.12,1.12,1.12,1.12
1828.9782853530246,3238.0744798596443,88.42467297747045,0.03600564388552363,0.023994356114476423,1.12,1.12,1.12,1.12
1828.3082037411164,3237.1900842468012,86.74003568364432,0.036133117916240076,0.023866882083759977,1.12,1.12,1.12,1.12
1827.6382928301514,3236.3058317818904,85.07143353381605,0.03625805472464472,0.023741945275355336,1.12,1.12,1.12,1.12
1826.968554261948,3235.4217246689986,83.41886677044374,0.036380504817681514,0.02361949518231854,1.12,1.12,1.12,1.12
1826.2989896436889,3234.5377650657124,81.78233536457125,0.03650051769279905,0.023499482307201003,1.12,1.12,1.12,1.12
1825.6296005451682,3233.6539550794023,80.16319157079187,0.036618141789297676,0.023381858210702378,1.12,1.12,1.12,1.12
1824.9644004054903,3232.77559618779,78.57196063527527,0.03673196892767999,0.02326803107232006,1.12,1.12,1.12,1.12
1824.3063140570764,3231.9065553979895,77.01145732898516,0.03684106432500961,0.023158935674990444,1.12,1.12,1.12,1.12
1823.6554217018415,3231.046943987004,75.48103481825245,0.03694313021946033,0.023056869780539724,1.12,1.12,1.12,1.12
1823.0116626045065,3230.196684105719,73.98050858468797,0.03703839343888371,0.022961606561116343,1.12,1.12,1.12,1.12
1822.3749705846567,3229.355690648862,72.50966970639466,0.03712707954024469,0.022872920459755364,1.12,1.12,1.12,1.12
1821.7452755231911,3228.523873260713,71.0679326446325,0.037209413613557174,0.02279058638644288,1.12,1.12,1.12,1.12
1821.122507796228,3227.7011421790335,69.65472335206795,0.03728561327841712,0.022714386721582935,1.12,1.12,1.12,1.12
1820.5065985194879,3226.8874085670827,68.26947904273814,0.03735588607272233,0.02264411392727772,1.12,1.12,1.12,1.12
1819.8974794816877,3226.0825844247984,66.91164792631594,0.03742043919254706,0.022579560807452992,1.12,1.12,1.12,1.12
1819.295083135637,3225.286582578118,65.58068897420341,0.037479471870903724,0.02252052812909633,1.12,1.12,1.12,1.12
1818.6993425948717,3224.4993166757167,64.27607185058686,0.03753317768231773,0.022466822317682322,1.12,1.12,1.12,1.12
1818.110191628035,3223.7207011826877,62.99727662948654,0.03758174468771103,0.022418255312289026,1.12,1.12,1.12,1.12
1817.527564653591,3222.9506513746687,61.74379355458692,0.03762535557733848,0.02237464442266157,1.12,1.12,1.12,1.12
1816.9513967346497,3222.1890833320585,60.51512284270489,0.03766418780993075,0.022335812190069304,1.12,1.12,1.12,1.12
1816.3816235737295,3221.4359139341504,59.310774525367954,0.037698413748578685,0.022301586251421368,1.12,1.12,1.12,1.12
1815.8181815076398,3220.69106085339,58.13026818628727,0.03772820079331157,0.02227179920668848,1.12,1.12,1.12,1.12
1815.2610075022453,3219.9544425494596,56.97313298596682,0.03775371151009671,0.022246288489903343,1.12,1.12,1.12,1.12
1814.7100391466515,3219.2259782625724,55.83890731357288,0.037775103757518524,0.02222489624248153,1.12,1.12,1.12,1.12
1814.1652146479828,3218.505588007526,54.72713849220166,0.03779253080966638,0.022207469190333673,1.12,1.12,1.12,1.12
1813.6264728266578,3217.7931925684015,53.63738287974952,0.03780614147575079,0.022193858524249266,1.12,1.12,1.12,1.12
1813.0937531105192,3217.088713491718,52.56920553846695,0.037816080217594805,0.022183919782405248,1.12,1.12,1.12,1.12
1812.5669955296034,3216.3920730804157,51.52218003571067,0.03782248726366849,0.02217751273633156,1.12,1.12,1.12,1.12
1812.046140711052,3215.70319438801,50.49588834982937,0.03782549872016805,0.022174501279832004,1.12,1.12,1.12,1.12
1811.5311298737488,3215.0220012123623,49.489920690139826,0.03782524667966791,0.02217475332033214,1.12,1.12,1.12,1.12
1811.0219048230265,3214.3484180895207,48.50387533092017,0.03782185932698723,0.022178140673012825,1.12,1.12,1.12,1.12
1810.518407945433,3213.682370287624,47.53735845447535,0.03781546104241712,0.022184538957582933,1.12,1.12,1.12,1.12
1810.0205822035064,3213.0237838008015,46.58998399718166,0.03780617250238055,0.0221938274976195,1.12,1.12,1.12,1.12
1809.528371130566,3212.372585343071,45.66137349819536,0.037794110777603696,0.022205889222396358,1.12,1.12,1.12,1.12
1809.0417188255249,3211.728702342254,44.751155951857825,0.03777938942881337,0.022220610571186683,1.12,1.12,1.12,1.12
1808.5605699477178,3211.0920629338925,43.858967662630654,0.03776211860006273,0.02223788139993732,1.12,1.12,1.12,1.12
