h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12
4.4725,3.272499999999999,8614.12,0.1516247584249848,0.13509999999999966,0.06510000000000002,0.16142475842498594,0.14490000000000047,0.07490000000000008,1.12,1.12,1.12,1.12
4.479217797333917,3.277277936920548,8614.666254630149,0.14541201386698854,0.13179777248692204,0.06374633333151605,0.1676375029829822,0.1482022275130781,0.07625366666848404,1.12,1.12,1.12,1.12
4.479217797333917,3.277277936920548,8614.666254630149,0.14599795686821504,0.13179777248692204,0.06654973340166812,0.1670515599817557,0.1482022275130781,0.07345026659833198,1.12,1.12,1.12,1.12
4.470020687432668,3.281275954953065,8611.943823454127,0.1487078770368282,0.13099988164872134,0.07806873608519363,0.16434163981314254,0.1490001183512788,0.06193126391480647,1.12,1.12,1.12,1.12
4.481448210254674,3.2737281805716805,8615.80976930508,0.14290277990996003,0.13114566518174642,0.0674754001419188,0.1701467369400107,0.14885433481825372,0.0725245998580813,1.12,1.12,1.12,1.12
4.4424505311863145,3.2837146437088065,8605.569798047454,0.15824622806525634,0.13764789257891408,0.08950099388790231,0.1548032887847144,0.14235210742108606,0.05049900611209779,1.12,1.12,1.12,1.12
4.435797976455363,3.2781260819787295,8605.18911311805,0.1507916504398319,0.13426245434607087,0.09257564790659181,0.16225786641013884,0.14573754565392927,0.047424352093408284,1.12,1.12,1.12,1.12
4.442881772952144,3.2973019715228595,8603.115545505565,0.1676298859211962,0.13917963965667324,0.09523913049530416,0.14541963092877452,0.1408203603433269,0.04476086950469593,1.12,1.12,1.12,1.12
4.427308318039022,3.288987375767417,8601.330791312754,0.1566913936688723,0.15066325949668047,0.09964209926956644,0.15635812318109843,0.12933674050331967,0.04035790073043366,1.12,1.12,1.12,1.12
4.399802515335749,3.2857561258675188,8596.030060434608,0.16781853811790293,0.12952221743370806,0.10844469213849647,0.1452309787320678,0.15047778256629207,0.03155530786150362,1.12,1.12,1.12,1.12
4.392237255460028,3.275189880721498,8596.386057454529,0.1622949843627861,0.13321541125324976,0.10450823620513919,0.15075453248718462,0.14678458874675038,0.03549176379486091,1.12,1.12,1.12,1.12
4.381339546757216,3.2728953342693488,8594.475468763902,0.15920489815753203,0.12997033567957672,0.111993046849684,0.1538446186924387,0.15002966432042342,0.028006953150316094,1.12,1.12,1.12,1.12
4.364195508299265,3.281528008190563,8589.173898307627,0.18688743909864702,0.1422222023737122,0.11973609265018706,0.1261620777513237,0.13777779762628795,0.020263907349813037,1.12,1.12,1.12,1.12
4.344336534950288,3.275185909899213,8586.09578814867,0.1958933392130131,0.13377384370000744,0.1235235365301148,0.11715617763695763,0.1462261562999927,0.016476463469885294,1.12,1.12,1.12,1.12
4.313595587233729,3.252360890492384,8583.768139607831,0.19497126126430042,0.13315218442487986,0.1219528655118253,0.11807825558567031,0.14684781557512028,0.0180471344881748,1.12,1.12,1.12,1.12
4.313595587233729,3.252360890492384,8583.768139607831,0.2085975496442527,0.14157037894316538,0.1219528655118253,0.10445196720571803,0.13842962105683476,0.0180471344881748,1.12,1.12,1.12,1.12
4.290803168378178,3.239006179664658,8581.371719355346,0.20604589789297156,0.1347307403786775,0.1258381514489191,0.10700361895699917,0.14526925962132264,0.014161848551080991,1.12,1.12,1.12,1.12
4.277943922811168,3.2325079142519586,8579.824867664618,0.21232489983078584,0.14491723126236378,0.13310770005693032,0.10072461701918489,0.13508276873763636,0.0068922999430697796,1.12,1.12,1.12,1.12
4.260053637944423,3.209912557353814,8580.212447744958,0.1946173556817279,0.14044219263067237,0.1255477371303709,0.11843216116824284,0.13955780736932777,0.014452262869629195,1.12,1.12,1.12,1.12
4.253630632043612,3.212623715448257,8578.323073153395,0.21139918965633897,0.14364321560676852,0.1301274907979549,0.10165032719363176,0.13635678439323162,0.009872509202045188,1.12,1.12,1.12,1.12
4.240600848437108,3.209911952102663,8576.028749114106,0.2150738390861353,0.1445207748111269,0.13919921256357184,0.09797567776383542,0.13547922518887323,0.0008007874364282519,1.12,1.12,1.12,1.12
4.211926500234953,3.1905245867436522,8573.493083817584,0.21203588972687393,0.1456341806625051,0.13695430854835258,0.1010136271230968,0.13436581933749503,0.003045691451647514,1.12,1.12,1.12,1.12
4.194071783236004,3.177774406902122,8572.040121794236,0.20190452447045626,0.15314150104462343,0.1383398359702185,0.11114499237951447,0.1268584989553767,0.0016601640297815856,1.12,1.12,1.12,1.12
4.165727358126324,3.1564105023559836,8569.94200007665,0.21050740340927532,0.13912958112994522,0.14394825073444847,0.10254211344069541,0.14087041887005491,-0.0039482507344483775,1.12,1.12,1.12,1.12
4.153745709042802,3.132229458227772,8571.891333552561,0.20145106538104285,0.13842640249297278,0.1394167384096848,0.11159845146892788,0.14157359750702736,0.0005832615903152982,1.12,1.12,1.12,1.12
4.146771061197504,3.126013908343265,8571.553722993178,0.20633141970123736,0.13731246442914602,0.13857169760009144,0.10671809714873337,0.14268753557085412,0.0014283023999086542,1.12,1.12,1.12,1.12
4.120835374678439,3.1012770647369905,8570.600690196345,0.19056655228088637,0.14279114312157815,0.13285629991291933,0.12248296456908436,0.137208856878422,0.007143700087080762,1.12,1.12,1.12,1.12
4.098569347131047,3.0965727144878636,8566.686716996788,0.20581033247710878,0.13552236469930323,0.14336804382659704,0.10723918437286195,0.1444776353006969,-0.003368043826596945,1.12,1.12,1.12,1.12
4.081525932031792,3.0743163917763208,8567.180993264552,0.19821749049024895,0.1582875489998924,0.1353043188482149,0.11483202635972178,0.12171245100010775,0.004695681151785203,1.12,1.12,1.12,1.12
4.057724798099951,3.065700711407886,8563.666131690541,0.19264607610305995,0.15297520695610578,0.1355302174524903,0.12040344074691078,0.12702479304389436,0.004469782547509793,1.12,1.12,1.12,1.12
4.019042963073241,3.0366771541791664,8560.760621487258,0.18699097780393514,0.16729766995874706,0.1468442819981121,0.1260585390460356,0.11270233004125307,-0.0068442819981119896,1.12,1.12,1.12,1.12
3.982996089803616,3.029059075084362,8554.415391535334,0.19335644758598902,0.16621514213304744,0.1561763116878996,0.11969306926398171,0.1137848578669527,-0.016176311687899514,1.12,1.12,1.12,1.12
3.9583677229433634,3.0139770118958134,8551.925611434966,0.1902052549458395,0.17294787764075747,0.15946368455380058,0.12284426190413122,0.10705212235924266,-0.019463684553800487,1.12,1.12,1.12,1.12
3.9444531496998563,3.014982397781856,8548.736445997682,0.20303042519865389,0.1877671059980469,0.16517987578167595,0.11001909165131685,0.09223289400195323,-0.025179875781675853,1.12,1.12,1.12,1.12
3.88924843357138,2.984542057872293,8542.518034388157,0.20558106145830202,0.18766245107717572,0.16838871206494907,0.10746845539166872,0.09233754892282442,-0.028388712064948973,1.12,1.12,1.12,1.12
3.866383392457279,2.965124532841269,8541.213057214234,0.21119616968544364,0.18097139861401546,0.16881393995394464,0.1018533471645271,0.09902860138598468,-0.028813939953944545,1.12,1.12,1.12,1.12
3.8301299254811676,2.9386333049483246,8538.337035148743,0.21073195459993133,0.1765541157128635,0.16815171292854583,0.1023175622500394,0.10344588428713664,-0.028151712928545736,1.12,1.12,1.12,1.12
3.782691840128985,2.911793038469936,8533.105262194127,0.19882593683874283,0.16538006984248776,0.17415166736258195,0.1142235800112279,0.11461993015751237,-0.03415166736258185,1.12,1.12,1.12,1.12
3.747312858081786,2.877051064040166,8531.949237988447,0.20331149358660183,0.1633396967613071,0.16693763201068632,0.1097380232633689,0.11666030323869303,-0.02693763201068622,1.12,1.12,1.12,1.12
3.705684153199407,2.8548589565106224,8527.093232563942,0.2117565326310218,0.15513100388819645,0.16878810350449738,0.10129298421894894,0.12486899611180369,-0.028788103504497287,1.12,1.12,1.12,1.12
3.657343122100218,2.8202661446627517,8523.094173299254,0.198362316339606,0.1452731226087548,0.16614141442478583,0.11468720051036474,0.13472687739124534,-0.026141414424785736,1.12,1.12,1.12,1.12
3.600491339010857,2.7804586540044562,8518.216836013646,0.18277292401299317,0.14034643608978759,0.1697397105463759,0.13027659283697757,0.13965356391021255,-0.029739710546375808,1.12,1.12,1.12,1.12
3.5562099062399017,2.7345291960819282,8517.19170431512,0.16358693414848302,0.12547801154317917,0.16089181945064315,0.1494625827014877,0.15452198845682097,-0.020891819450643057,1.12,1.12,1.12,1.12
3.530116777466546,2.717852053467729,8514.647289818953,0.17720376091875067,0.13507710203620427,0.15847024962689774,0.13584575593122006,0.14492289796379587,-0.01847024962689764,1.12,1.12,1.12,1.12
3.467835072714801,2.6689654707897588,8510.254886249331,0.16052418925360734,0.12095393923048647,0.15482811785017,0.1525253275963634,0.15904606076951366,-0.014828117850169908,1.12,1.12,1.12,1.12
3.419952251395848,2.6356269642031136,8506.076416433887,0.1652718763267651,0.13137637476270947,0.15687549329271952,0.14777764052320563,0.14862362523729067,-0.016875493292719423,1.12,1.12,1.12,1.12
3.3836530577850454,2.603731440352311,8504.134522397362,0.16047326217025204,0.14239600761052873,0.15165794677660074,0.1525762546797187,0.1376039923894714,-0.011657946776600647,1.12,1.12,1.12,1.12
3.342415763366087,2.572994237753373,8500.898445167944,0.16991338305919856,0.14185260569480762,0.1525411561161136,0.14313613379077217,0.13814739430519252,-0.012541156116113505,1.12,1.12,1.12,1.12
3.2894731348825914,2.5249276570853736,8498.331251478305,0.16963837469669674,0.15621457081972656,0.14103200032002186,0.143411142153274,0.12378542918027358,-0.0010320003200217642,1.12,1.12,1.12,1.12
3.2487661354667905,2.496191368416877,8494.820642195544,0.16605437499799813,0.14472641958495236,0.13866525241894936,0.1469951418519726,0.13527358041504778,0.0013347475810507325,1.12,1.12,1.12,1.12
3.1792024444624234,2.43411238267332,8491.21004701336,0.16589004289286358,0.1443693120097892,0.13150112212785678,0.14715947395710716,0.13563068799021094,0.008498877872143318,1.12,1.12,1.12,1.12
3.1346462795966317,2.4128972008667198,8485.445256160587,0.17226420651173457,0.14478561508208398,0.13737026265236116,0.14078531033823616,0.13521438491791615,0.0026297373476389385,1.12,1.12,1.12,1.12
3.100748141371048,2.382080098141945,8483.77396506336,0.1602653791698856,0.1352568843270615,0.12595677742067227,0.15278413768008514,0.14474311567293863,0.01404322257932783,1.12,1.12,1.12,1.12
3.0397239841414834,2.346598758851571,8477.045736209855,0.15402071560653496,0.13534771388763567,0.12642702814838877,0.15902880124343577,0.14465228611236447,0.013572971851611326,1.12,1.12,1.12,1.12
3.0058739353478297,2.317152379817917,8475.113638752602,0.1482717698940874,0.12444992978744851,0.12455810149192345,0.16477774695588332,0.15555007021255163,0.015441898508076646,1.12,1.12,1.12,1.12
