[[1625.0], [2965.0], [67.0], [0.3900000000000001], [0.41000000000000014], [3.0], [3.0], [3.0], [3.0]]
[[1175.1915753832877], [2326.8961621650383], [0.03931651076755449], [0.799724831928343], [0.0002751680716572835], [3.0], [3.0], [3.0], [3.0]]
[[1272.9502273392168], [2474.3152839138575], [0.02222709823145695], [0.4195389345965963], [0.38046106540340396], [3.0], [3.0], [3.0], [3.0]]
[[1321.3213120717783], [2528.016757897866], [-0.02489138072892705], [0.7997276837649312], [0.00027231623506907], [3.0], [3.0], [3.0], [3.0]]
[[1163.8997744798648], [2316.1834164960774], [0.038820079384744494], [0.4153449407578962], [0.3846550592421041], [3.0], [3.0], [3.0], [3.0]]
[[1175.1955793383554], [2326.90354672352], [0.03823164628914685], [0.7997305486406394], [0.0002694513593608505], [3.0], [3.0], [3.0], [3.0]]
[[1272.867143372498], [2474.1988199434554], [0.022400340335952444], [0.41919299075418026], [0.38080700924582], [3.0], [3.0], [3.0], [3.0]]
[[1321.3165607231158], [2528.007998265117], [-0.02470210684230774], [0.7997333378220657], [0.0002666621779345846], [3.0], [3.0], [3.0], [3.0]]
[[1163.8831573968673], [2316.154203131767], [0.03849719491319328], [0.41500244912141193], [0.38499755087858833], [3.0], [3.0], [3.0], [3.0]]
[[1175.1994800758696], [2326.9107377396235], [0.03715048561538073], [0.7997361439479671], [0.0002638560520331623], [3.0], [3.0], [3.0], [3.0]]
[[1272.784340180391], [2474.082729490411], [0.022569868000277077], [0.4188539210482465], [0.3811460789517538], [3.0], [3.0], [3.0], [3.0]]
[[1321.3118374923831], [2527.9992947037435], [-0.024516332659295537], [0.7997388718595277], [0.00026112814047252186], [3.0], [3.0], [3.0], [3.0]]
[[1163.8664146528924], [2316.124819497377], [0.03817755351722704], [0.41466676307051875], [0.3853332369294815], [3.0], [3.0], [3.0], [3.0]]
[[1175.203277426186], [2326.9177351499447], [0.036073150837178755], [0.7997416204949768], [0.00025837950502349827], [3.0], [3.0], [3.0], [3.0]]
[[1272.701812595579], [2473.967005679584], [0.022735730350034906], [0.41852158892249713], [0.38147841107750313], [3.0], [3.0], [3.0], [3.0]]
[[1321.3071419581588], [2527.990646300602], [-0.024334017730418843], [0.7997442884945714], [0.00025571150542891274], [3.0], [3.0], [3.0], [3.0]]
[[1163.84954798811], [2316.095267982405], [0.03786110994603277], [0.41433774711639737], [0.3856622528836029], [3.0], [3.0], [3.0], [3.0]]
[[1175.2069712446316], [2326.924538930707], [0.03499975273284853], [0.799746980871221], [0.000253019128779286], [3.0], [3.0], [3.0], [3.0]]
[[1272.6195555451216], [2473.8516417601522], [0.022897978222334407], [0.4181958602244582], [0.38180413977554206], [3.0], [3.0], [3.0], [3.0]]
[[1321.3024736999166], [2527.9820521481874], [-0.02415509250931848], [0.7997495902664684], [0.00025040973353185336], [3.0], [3.0], [3.0], [3.0]]
[[1163.8325591084688], [2316.065550929444], [0.0375477968372145], [0.4140152690444805], [0.3859847309555198], [3.0], [3.0], [3.0], [3.0]]
[[1175.2105614106395], [2326.931149096046], [0.033930417212018144], [0.7997522275887747], [0.00024777241122553306], [3.0], [3.0], [3.0], [3.0]]
[[1272.5375640225498], [2473.736631070095], [0.023056658515988808], [0.4178766040691433], [0.382123395930857], [3.0], [3.0], [3.0], [3.0]]
[[1321.297832303852], [2527.9735113552224], [-0.023979468351361784], [0.7997547796764413], [0.00024522032355900336], [3.0], [3.0], [3.0], [3.0]]
[[1163.8154496688612], [2316.035670611881], [0.03723753305623345], [0.4136991989767691], [0.38630080102323117], [3.0], [3.0], [3.0], [3.0]]
[[1175.214047828705], [2326.9375657000915], [0.03286524539372443], [0.799757363121866], [0.0002426368781343058], [3.0], [3.0], [3.0], [3.0]]
[[1272.4558331134317], [2473.6219670686546], [0.023211822199153062], [0.4175636918749892], [0.38243630812501106], [3.0], [3.0], [3.0], [3.0]]
[[1321.2932173668003], [2527.965023053725], [-0.023807078040383983], [0.7997598591842912], [0.00024014081570911117], [3.0], [3.0], [3.0], [3.0]]
[[1163.798221291195], [2316.0056292578506], [0.036930255122184695], [0.4133894096141675], [0.3866105903858328], [3.0], [3.0], [3.0], [3.0]]
[[1175.217430425822], [2326.943788832289], [0.031804340498196304], [0.7997623899040165], [0.0002376100959837757], [3.0], [3.0], [3.0], [3.0]]
[[1272.3743579870434], [2473.5076433257996], [0.023363518879323773], [0.4172569975981255], [0.38274300240187475], [3.0], [3.0], [3.0], [3.0]]
[[1321.28862849229], [2527.9565863916305], [-0.02363785308487907], [0.7997648311982757], [0.00023516880172458343], [3.0], [3.0], [3.0], [3.0]]
[[1163.7808755632623], [2315.9754290487954], [0.03662589937569604], [0.4130857761668696], [0.3869142238331307], [3.0], [3.0], [3.0], [3.0]]
[[1175.2207091518078], [2326.9498186179612], [0.030747801118830048], [0.799767310317749], [0.00023268968225131914], [3.0], [3.0], [3.0], [3.0]]
[[1272.293133894384], [2473.393653519622], [0.023511798181639235], [0.41695639770227766], [0.3830436022977226], [3.0], [3.0], [3.0], [3.0]]
[[1321.2840652909867], [2527.948200533492], [-0.023471705694421474], [0.7997696980760369], [0.0002303019239633386], [3.0], [3.0], [3.0], [3.0]]
[[1163.7634140213606], [2315.94507209643], [0.03632438827917617], [0.41278817631686016], [0.3872118236831401], [3.0], [3.0], [3.0], [3.0]]
[[1175.2238839787592], [2326.955655217368], [0.02969572109819618], [0.7997721266953044], [0.0002278733046958692], [3.0], [3.0], [3.0], [3.0]]
[[1272.2121561668562], [2473.279991434592], [0.023656709588639083], [0.4166617711161611], [0.38333822888383917], [3.0], [3.0], [3.0], [3.0]]
[[1321.279527384653], [2527.939864667619], [-0.02330864061713407], [0.7997744621253218], [0.00022553787467849418], [3.0], [3.0], [3.0], [3.0]]
[[1163.7458382293485], [2315.9145605474077], [0.03602571592208647], [0.4124964901817232], [0.3875035098182771], [3.0], [3.0], [3.0], [3.0]]
[[1175.2269549004873], [2326.961298824723], [0.02864819023325535], [0.7997768413205733], [0.00022315867942701573], [3.0], [3.0], [3.0], [3.0]]
[[1272.1314202150133], [2473.1666509599095], [0.023798303056595964], [0.4163729984200528], [0.38362700157994745], [3.0], [3.0], [3.0], [3.0]]
[[1321.2750143882727], [2527.931577973205], [-0.023148527873586434], [0.7997791256059128], [0.0002208743940874669], [3.0], [3.0], [3.0], [3.0]]
[[1163.7281496763353], [2315.8838964493], [0.035729773133431834], [0.41221059948986527], [0.387789400510135], [3.0], [3.0], [3.0], [3.0]]
[[1175.229921932027], [2326.9667496673555], [0.027605293604680503], [0.7997814564285393], [0.00021854357146100511], [3.0], [3.0], [3.0], [3.0]]
[[1272.0509215277802], [2473.0536260884737], [0.023936627985263546], [0.41608996374689555], [0.3839100362531047], [3.0], [3.0], [3.0], [3.0]]
[[1321.270525936523], [2527.9233396687478], [-0.022991326688201523], [0.7997836907290705], [0.00021630927092974872], [3.0], [3.0], [3.0], [3.0]]
[[1163.7103498169267], [2315.853081800234], [0.03543652083669994], [0.4119303896558715], [0.3880696103441288], [3.0], [3.0], [3.0], [3.0]]
[[1175.232785109061], [2326.972008004708], [0.026567116071167768], [0.7997859742071598], [0.00021402579284046652], [3.0], [3.0], [3.0], [3.0]]
[[1271.9706556732592], [2472.9409109182097], [0.024071733039214428], [0.415812553651302], [0.3841874463486983], [3.0], [3.0], [3.0], [3.0]]
[[1321.2660616665416], [2527.9151489803457], [-0.022836988273448967], [0.7997881596594154], [0.0002118403405848568], [3.0], [3.0], [3.0], [3.0]]
[[1163.6924400869018], [2315.8221185719926], [0.03514591411097703], [0.4116557483103169], [0.38834425168968334], [3.0], [3.0], [3.0], [3.0]]
[[1175.2355444878153], [2326.9770741282114], [0.02553373414564236], [0.7997903967981492], [0.00020960320185103853], [3.0], [3.0], [3.0], [3.0]]
[[1271.8906182973126], [2472.828499649927], [0.02420366771258045], [0.41554065646388727], [0.384459343536113], [3.0], [3.0], [3.0], [3.0]]
[[1321.2616212196453], [2527.9070051447675], [-0.022685446276407478], [0.7997925345156909], [0.00020746548430938816], [3.0], [3.0], [3.0], [3.0]]
[[1163.6744218954273], [2315.791008700509], [0.03485789504034076], [0.4113865648661901], [0.3886134351338102], [3.0], [3.0], [3.0], [3.0]]
[[1175.2382001440994], [2326.981948359585], [0.024505221163569485], [0.7997947262976672], [0.00020527370233303088], [3.0], [3.0], [3.0], [3.0]]
[[1271.8108051198615], [2472.716386582483], [0.024332481127731603], [0.4152741623365501], [0.38472583766345014], [3.0], [3.0], [3.0], [3.0]]
[[1321.257204244935], [2527.8989074159485], [-0.022536636414196273], [0.7997968173714534], [0.00020318262854690516], [3.0], [3.0], [3.0], [3.0]]
[[1163.6562966253882], [2315.7597540862116], [0.034572407934649746], [0.4111227305990579], [0.38887726940094236], [3.0], [3.0], [3.0], [3.0]]
[[1175.2407521728796], [2326.986631050118], [0.02348164842037298], [0.7997989647560835], [0.00020103524391679173], [3.0], [3.0], [3.0], [3.0]]
[[1271.7312119349274], [2472.604566112953], [0.024458221811747692], [0.41501296379588615], [0.3849870362041141], [3.0], [3.0], [3.0], [3.0]]
[[1321.2528103990323], [2527.8908550644246], [-0.022390502877761384], [0.7998010102548556], [0.00019898974514465095], [3.0], [3.0], [3.0], [3.0]]
[[1163.63806563051], [2315.728356589237], [0.034289404251611616], [0.41086413910265174], [0.38913586089734853], [3.0], [3.0], [3.0], [3.0]]
[[1175.2432006879674], [2326.9911225801648], [0.022463082800149414], [0.7998031141785567], [0.00019688582144361533], [3.0], [3.0], [3.0], [3.0]]
[[1271.651834610954], [2472.4930327370157], [0.02458093821573789], [0.41475695562072934], [0.3852430443792709], [3.0], [3.0], [3.0], [3.0]]
[[1321.2484393445648], [2527.882847374469], [-0.022246992394334725], [0.799805115149216], [0.00019488485078422713], [3.0], [3.0], [3.0], [3.0]]
[[1163.619730238035], [2315.6968180330837], [0.03400883793061204], [0.41061068619875973], [0.38938931380124053], [3.0], [3.0], [3.0], [3.0]]
[[1175.2455458214574], [2326.995423358184], [0.021449587578503126], [0.7998071765304684], [0.00019282346953186646], [3.0], [3.0], [3.0], [3.0]]
[[1271.5726690889742], [2472.3817810465416], [0.02470067856805999], [0.41450603467374725], [0.385493965326253], [3.0], [3.0], [3.0], [3.0]]
[[1321.2440907499117], [2527.874883643506], [-0.022106051239620478], [0.7998091339984019], [0.00019086600159834433], [3.0], [3.0], [3.0], [3.0]]
[[1163.6012917502862], [2315.6651402069306], [0.033730663062424004], [0.41036226977794366], [0.3896377302220566], [3.0], [3.0], [3.0], [3.0]]
[[1175.2477877232457], [2326.999533819914], [0.02044122279179303], [0.7998111537350936], [0.00018884626490667245], [3.0], [3.0], [3.0], [3.0]]
[[1271.4937113817075], [2472.27080572842], [0.024817490784797093], [0.41426009986612966], [0.3857399001338706], [3.0], [3.0], [3.0], [3.0]]
[[1321.2397642893727], [2527.8669631823623], [-0.021967626243629343], [0.799813068704522], [0.00018693129547830978], [3.0], [3.0], [3.0], [3.0]]
[[1163.5827514448106], [2315.6333248658493], [0.03345483465399967], [0.41011878975822436], [0.3898812102417759], [3.0], [3.0], [3.0], [3.0]]
[[1175.2499265605807], [2327.00345442763], [0.019438045173937074], [0.7998150476744059], [0.00018495232559434527], [3.0], [3.0], [3.0], [3.0]]
[[1271.4149575725291], [2472.160101563204], [0.02493142247797598], [0.4140190521163327], [0.38598094788366755], [3.0], [3.0], [3.0], [3.0]]
[[1321.2354596431983], [2527.8590853152314], [-0.021831665221820548], [0.7998169211287336], [0.0001830788712666731], [3.0], [3.0], [3.0], [3.0]]
[[1163.564110574897], [2315.601373731515], [0.033181308938841206], [0.40988014862268995], [0.3901198513773103], [3.0], [3.0], [3.0], [3.0]]
[[1175.2519625176058], [2327.007185669366], [0.018440122763150685], [0.7998188601898693], [0.00018113981013101466], [3.0], [3.0], [3.0], [3.0]]
[[1271.3364038261577], [2472.0496634401793], [0.025042518031907778], [0.4137827948824282], [0.38621720511757207], [3.0], [3.0], [3.0], [3.0]]
[[1321.2311764975325], [2527.8512493795033], [-0.021698117079485282], [0.7998206930920646], [0.00017930690793566129], [3.0], [3.0], [3.0], [3.0]]
[[1163.5453703702783], [2315.5692884931636], [0.03291004345747471], [0.409646249064179], [0.39035375093582125], [3.0], [3.0], [3.0], [3.0]]
[[1175.253895796452], [2327.010728060982], [0.01744746242033468], [0.7998225930832645], [0.00017740691673573394], [3.0], [3.0], [3.0], [3.0]]
[[1271.2580463388367], [2471.9394862878144], [0.025150833130491077], [0.41355123183037934], [0.3864487681696209], [3.0], [3.0], [3.0], [3.0]]
[[1321.22691454433], [2527.8434547255283], [-0.021566932089048405], [0.7998243863760428], [0.00017561362395746016], [3.0], [3.0], [3.0], [3.0]]
[[1163.5265320377391], [2315.537070808388], [0.032640997152857294], [0.40941699743445037], [0.3905830025655499], [3.0], [3.0], [3.0], [3.0]]
[[1175.2557266106237], [2327.01408213415], [0.016460155487617686], [0.7998262481172991], [0.00017375188270118969], [3.0], [3.0], [3.0], [3.0]]
[[1271.1798814158385], [2471.829565181798], [0.025256406109972287], [0.4133242702470361], [0.38667572975296416], [3.0], [3.0], [3.0], [3.0]]
[[1321.2226734812189], [2527.8357007162895], [-0.021438061244996302], [0.7998280026097846], [0.0001719973902156724], [3.0], [3.0], [3.0], [3.0]]
[[1163.5075967616478], [2315.5047223038973], [0.03237413002104315], [0.40919230181695676], [0.3908076981830435], [3.0], [3.0], [3.0], [3.0]]
[[1175.2574551955147], [2327.01724845483], [0.01547824285669086], [0.7998298269038302], [0.0001701730961700676], [3.0], [3.0], [3.0], [3.0]]
[[1271.1019054185133], [2471.719895272022], [0.025359283482966878], [0.41310181913527844], [0.38689818086472183], [3.0], [3.0], [3.0], [3.0]]
[[1321.2184530115], [2527.82798672733], [-0.021311456546224128], [0.799831543482973], [0.00016845651702723785], [3.0], [3.0], [3.0], [3.0]]
[[1163.488565704521], [2315.4722445762814], [0.03210940318716503], [0.4089720707695279], [0.39102792923047236], [3.0], [3.0], [3.0], [3.0]]
[[1175.2590817998653], [2327.0202276092145], [0.014501732407635692], [0.7998333311147072], [0.00016666888529304202], [3.0], [3.0], [3.0], [3.0]]
[[1271.0241147528386], [2471.6104717655353], [0.025459517641182254], [0.41288378796698266], [0.3871162120330176], [3.0], [3.0], [3.0], [3.0]]
[[1321.2142528440518], [2527.8203121465094], [-0.021187071193059362], [0.7998350106587035], [0.00016498934129671738], [3.0], [3.0], [3.0], [3.0]]
[[1163.4694400074932], [2315.4396391926275], [0.03184677901216684], [0.40875621602676526], [0.391243783973235], [3.0], [3.0], [3.0], [3.0]]
[[1175.2606066833744], [2327.023020198843], [0.013530697436869243], [0.7998367623954903], [0.00016323760450998037], [3.0], [3.0], [3.0], [3.0]]
[[1270.9465059156541], [2471.5012899920116], [0.025557147209138834], [0.4126700893590818], [0.3873299106409185], [3.0], [3.0], [3.0], [3.0]]
[[1321.2100726932092], [2527.8126763737214], [-0.021064859323171495], [0.7998384057640879], [0.00016159423591233235], [3.0], [3.0], [3.0], [3.0]]
[[1163.4502207910255], [2315.4069076915057], [0.03158622097407175], [0.4085446506193571], [0.3914553493806432], [3.0], [3.0], [3.0], [3.0]]
[[1175.2620301237062], [2327.0256268533785], [0.012565162607083236], [0.7998401223561493], [0.0001598776438509475], [3.0], [3.0], [3.0], [3.0]]
[[1270.8690754556137], [2471.392345349201], [0.025652219495425968], [0.4124606372117241], [0.38753936278827616], [3.0], [3.0], [3.0], [3.0]]
[[1321.2059122786893], [2527.8050788206924], [-0.020944776084028796], [0.7998417303908796], [0.000158269609120687], [3.0], [3.0], [3.0], [3.0]]
[[1163.4309091554148], [2315.3740515836553], [0.03132769363333873], [0.40833728931055324], [0.391662710689447], [3.0], [3.0], [3.0], [3.0]]
[[1175.2633524111768], [2327.0280482209864], [0.011605161831993366], [0.799843412571676], [0.00015658742832425077], [3.0], [3.0], [3.0], [3.0]]
[[1270.7918199855762], [2471.2836333200794], [0.025744779102787742], [0.412255347140444], [0.3877446528595563], [3.0], [3.0], [3.0], [3.0]]
[[1321.2017713255032], [2527.7975189107556], [-0.020826777630495508], [0.799844986083087], [0.00015501391691330468], [3.0], [3.0], [3.0], [3.0]]
[[1163.411506181339], [2315.341072352725], [0.03107116263502653], [0.4081340485469709], [0.3918659514530294], [3.0], [3.0], [3.0], [3.0]]
[[1175.2645738498086], [2327.0302849702307], [0.010650726126835236], [0.7998466345698358], [0.0001533654301644205], [3.0], [3.0], [3.0], [3.0]]
[[1270.714736180409], [2471.175149469922], [0.025834870383231165], [0.4120541364277224], [0.3879458635722779], [3.0], [3.0], [3.0], [3.0]]
[[1321.1976495638635], [2527.789996078626], [-0.020710821139427807], [0.799848174316629], [0.0001518256833712428], [3.0], [3.0], [3.0], [3.0]]
[[1163.3920129304129], [2315.307971456029], [0.030816594711624394], [0.4079348464566235], [0.3920651535433768], [3.0], [3.0], [3.0], [3.0]]
[[1175.2656947572004], [2327.0323377897626], [0.00970188486548157], [0.7998497898100001], [0.00015021019000016622], [3.0], [3.0], [3.0], [3.0]]
[[1270.6378207766152], [2471.0668894458677], [0.025922536689520752], [0.411856924022596], [0.3881430759774043], [3.0], [3.0], [3.0], [3.0]]
[[1321.1935467290714], [2527.7825097701343], [-0.020596864825312894], [0.7998512965785447], [0.00014870342145556492], [3.0], [3.0], [3.0], [3.0]]
[[1163.3724304457444], [2315.2747503253004], [0.030563957647585023], [0.40773960277954435], [0.3922603972204559], [3.0], [3.0], [3.0], [3.0]]
[[1175.2667154630706], [2327.034207386291], [0.008758664082868212], [0.7998528797634088], [0.00014712023659146922], [3.0], [3.0], [3.0], [3.0]]
[[1270.5610705611239], [2470.958848962008], [0.02600782148327427], [0.4116636304588366], [0.3883363695411637], [3.0], [3.0], [3.0], [3.0]]
[[1321.1894625614186], [2527.775059441993], [-0.020484865374951894], [0.7998543543232679], [0.0001456456767323644], [3.0], [3.0], [3.0], [3.0]]
[[1163.3527597505708], [2315.241410364921], [0.03031321838678786], [0.4075482391858425], [0.3924517608141578], [3.0], [3.0], [3.0], [3.0]]
[[1175.2676363094242], [2327.0358944846375], [0.007821096780781106], [0.7998559058685211], [0.00014409413147919992], [3.0], [3.0], [3.0], [3.0]]
[[1270.484482412451], [2470.8510238545214], [0.02609076563346602], [0.4114741781949376], [0.3885258218050627], [3.0], [3.0], [3.0], [3.0]]
[[1321.185396806582], [2527.767644562465], [-0.02037478403756042], [0.7998573489727261], [0.00014265102727417656], [3.0], [3.0], [3.0], [3.0]]
[[1163.3330018514894], [2315.2079529562025], [0.030064347558018817], [0.4073606784403254], [0.39263932155967485], [3.0], [3.0], [3.0], [3.0]]
[[1175.2684576511729], [2327.0373998289383], [0.006889192977880154], [0.7998588695335065], [0.00014113046649377736], [3.0], [3.0], [3.0], [3.0]]
[[1270.4080532186124], [2470.7434099715992], [0.026171414110589906], [0.41128849039237947], [0.3887115096076208], [3.0], [3.0], [3.0], [3.0]]
[[1321.1813492148449], [2527.760264609875], [-0.020266439236587844], [0.7998602819187668], [0.0001397180812334753], [3.0], [3.0], [3.0], [3.0]]
[[1163.313157620316], [2315.1743793014266], [0.029817211375489726], [0.40717684376099017], [0.3928231562390101], [3.0], [3.0], [3.0], [3.0]]
[[1175.2691798535345], [2327.0387241779745], [0.0059629549115299], [0.7998617721344812], [0.0001382278655190916], [3.0], [3.0], [3.0], [3.0]]
[[1270.3317799573933], [2470.6360032795337], [0.026249810615781466], [0.4111064921109038], [0.3888935078890965], [3.0], [3.0], [3.0], [3.0]]
[[1321.1773195697524], [2527.752919124723], [-0.020160013412891406], [0.7998631545214283], [0.0001368454785719564], [3.0], [3.0], [3.0], [3.0]]
[[1163.2932280847924], [2315.1406908066683], [0.02957194555836603], [0.406996662399671], [0.39300333760032924], [3.0], [3.0], [3.0], [3.0]]
[[1175.269803291053], [2327.0398683034646], [0.005042436397072997], [0.7998646150192443], [0.00013538498075593708], [3.0], [3.0], [3.0], [3.0]]
[[1270.2556596566742], [2470.528799813389], [0.026325990714048588], [0.41092811034242915], [0.3890718896575711], [3.0], [3.0], [3.0], [3.0]]
[[1321.1733076153866], [2527.7456075772448], [-0.020055595154529163], [0.7998659681126692], [0.0001340318873310764], [3.0], [3.0], [3.0], [3.0]]
[[1163.273214386408], [2315.106889029793], [0.029328612699596416], [0.4068200614560289], [0.3931799385439714], [3.0], [3.0], [3.0], [3.0]]
[[1175.2703283530404], [2327.0408330000305], [0.004127638938226513], [0.7998673995069239], [0.00013260049307639576], [3.0], [3.0], [3.0], [3.0]]
[[1270.1796893957123], [2470.421795675552], [0.02640000017392487], [0.4107532731590706], [0.38924672684092965], [3.0], [3.0], [3.0], [3.0]]
[[1321.1693130751198], [2527.7383294015553], [-0.01995284597283127], [0.7998687239959259], [0.00013127600407436546], [3.0], [3.0], [3.0], [3.0]]
[[1163.2531173816242], [2315.072975149274], [0.029086961945143146], [0.40664696973092473], [0.39335303026907553], [3.0], [3.0], [3.0], [3.0]]
[[1175.270755437806], [2327.04161907476], [0.0032185764102367204], [0.7998701268845338], [0.00012987311546641678], [3.0], [3.0], [3.0], [3.0]]
[[1270.1038663104082], [2470.3149870436987], [0.026471879473727016], [0.4105819101219894], [0.38941808987801085], [3.0], [3.0], [3.0], [3.0]]
[[1321.1653357372725], [2527.7310841514773], [-0.01985179655905117], [0.7998714234427351], [0.0001285765572651698], [3.0], [3.0], [3.0], [3.0]]
[[1163.232937968743], [2315.0389503980696], [0.028847017489524722], [0.4064773174949683], [0.393522682505032], [3.0], [3.0], [3.0], [3.0]]
[[1175.271084953853], [2327.0422273494596], [0.0023152609907280963], [0.7998727984109073], [0.0001272015890929623], [3.0], [3.0], [3.0], [3.0]]
[[1270.0281875911314], [2470.2083701679085], [0.026541670596145695], [0.4104139521954422], [0.3895860478045581], [3.0], [3.0], [3.0], [3.0]]
[[1321.1613753812921], [2527.7238713661186], [-0.0197524328662073], [0.7998740676966087], [0.0001259323033915294], [3.0], [3.0], [3.0], [3.0]]
[[1163.2126770495056], [2315.0048160128063], [0.028608769842297356], [0.40631103687384096], [0.3936889631261593], [3.0], [3.0], [3.0], [3.0]]
[[1175.271317319567], [2327.0426586601516], [0.0014177146723674539], [0.7998754153167211], [0.00012458468327913863], [3.0], [3.0], [3.0], [3.0]]
[[1269.9526504891758], [2470.1019413799395], [0.02660941911265288], [0.4102493321832017], [0.38975066781679857], [3.0], [3.0], [3.0], [3.0]]
[[1321.1574317867753], [2527.7166905862605], [-0.019654727045959934], [0.7998766579730225], [0.00012334202697772412], [3.0], [3.0], [3.0], [3.0]]
[[1163.192335516759], [2314.9705732174525], [0.02837219926725365], [0.4061480598538787], [0.39385194014612157], [3.0], [3.0], [3.0], [3.0]]
[[1175.2714529641498], [2327.0429138588356], [0.0005259090255366611], [0.7998779788047892], [0.00012202119521109722], [3.0], [3.0], [3.0], [3.0]]
[[1269.877252296923], [2469.9956970639414], [0.026675234205898003], [0.410087982751429], [0.3899120172485713], [3.0], [3.0], [3.0], [3.0]]
[[1321.153504736302], [2527.7095413594807], [-0.019558647682640276], [0.7998791954596789], [0.00012080454032137311], [3.0], [3.0], [3.0], [3.0]]
[[1163.1719142506386], [2314.9362232182375], [0.028137283442718312], [0.40598832129000906], [0.3940116787099912], [3.0], [3.0], [3.0], [3.0]]
[[1175.2714923220224], [2327.042993803383], [-0.00036011171722477586], [0.7998804900504068], [0.00011950994959342154], [3.0], [3.0], [3.0], [3.0]]
[[1269.8019904185414], [2469.8896337548376], [0.02683658103080131], [0.4099298394062534], [0.3900701605937469], [3.0], [3.0], [3.0], [3.0]]
[[1321.149594016228], [2527.702423241548], [-0.01946416291614498], [0.7998816813168008], [0.0001183186831994476], [3.0], [3.0], [3.0], [3.0]]
[[1163.1514141178584], [2314.901767202753], [0.02790399992280979], [0.4058317555689199], [0.39416824443108034], [3.0], [3.0], [3.0], [3.0]]
[[1175.2714358405765], [2327.0428993716914], [-0.001241184400224582], [0.79988295020167], [0.00011704979833027096], [3.0], [3.0], [3.0], [3.0]]
[[1269.7269307472807], [2469.7838388590126], [0.02714904348460373], [0.4097748371915553], [0.390225162808445], [3.0], [3.0], [3.0], [3.0]]
[[1321.1456994168373], [2527.6953357966627], [-0.019371936072080445], [0.7998841166778567], [0.00011588332214351738], [3.0], [3.0], [3.0], [3.0]]
[[1163.130835955881], [2314.8672063152744], [0.027672866972392747], [0.40567829771820785], [0.3943217022817924], [3.0], [3.0], [3.0], [3.0]]
[[1175.271283884167], [2327.0426312872833], [-0.002119040254632998], [0.7998853603865705], [0.0001146396134297234], [3.0], [3.0], [3.0], [3.0]]
[[1269.6521781869221], [2469.678451563835], [0.027459340047565818], [0.4096229117923973], [0.390377088207603], [3.0], [3.0], [3.0], [3.0]]
[[1321.1418205861232], [2527.6882783316864], [-0.019283255393624243], [0.799886502657007], [0.00011349734299326286], [3.0], [3.0], [3.0], [3.0]]
[[1163.1101807707662], [2314.83254191727], [0.02744487503016315], [0.4055278860951277], [0.3944721139048726], [3.0], [3.0], [3.0], [3.0]]
[[1175.271036636011], [2327.0421899412477], [-0.0029936599840288125], [0.7998877217194811], [0.00011227828051918465], [3.0], [3.0], [3.0], [3.0]]
[[1269.5777299032911], [2469.5734681204653], [0.027767328230687397], [0.4094740021933032], [0.39052599780669706], [3.0], [3.0], [3.0], [3.0]]
[[1321.1379569002104], [2527.681249660808], [-0.019198510363000687], [0.7998888403542561], [0.00011115964574415216], [3.0], [3.0], [3.0], [3.0]]
[[1163.089449943072], [2314.7977758665643], [0.027220302786814247], [0.4053804606692766], [0.3946195393307237], [3.0], [3.0], [3.0], [3.0]]
[[1175.2706942880652], [2327.0415757374303], [-0.003864976633160447], [0.7998900352923015], [0.00010996470769875089], [3.0], [3.0], [3.0], [3.0]]
[[1269.5035830507563], [2469.468884764999], [0.028072970988865825], [0.4093280489670632], [0.39067195103293706], [3.0], [3.0], [3.0], [3.0]]
[[1321.1341076540234], [2527.6742484522683], [-0.019117781007651102], [0.7998911308468402], [0.00010886915316010715], [3.0], [3.0], [3.0], [3.0]]
[[1163.068644956451], [2314.76291015732], [0.02699919764875525], [0.4052359612175356], [0.3947640387824647], [3.0], [3.0], [3.0], [3.0]]
[[1175.2702570461352], [2327.040789101764], [-0.004732966172103142], [0.799892302171672], [0.00010769782832831254], [3.0], [3.0], [3.0], [3.0]]
[[1269.4297347072138], [2469.3646976294963], [0.028376262743454263], [0.40918499249308793], [0.39081500750691234], [3.0], [3.0], [3.0], [3.0]]
[[1321.1302721235893], [2527.6672733415753], [-0.019041046525161656], [0.7998933751863686], [0.00010662481363166165], [3.0], [3.0], [3.0], [3.0]]
[[1163.0477673093355], [2314.7279468028682], [0.02678153214333732], [0.4050943301631027], [0.39490566983689757], [3.0], [3.0], [3.0], [3.0]]
[[1175.2697251251261], [2327.0398304736877], [-0.005597536707755993], [0.7998945233980126], [0.00010547660198767517], [3.0], [3.0], [3.0], [3.0]]
[[1269.3561820087345], [2469.2609029249807], [0.028677168376021342], [0.40904477576982723], [0.39095522423017304], [3.0], [3.0], [3.0], [3.0]]
[[1321.1264495864377], [2527.6603229685243], [-0.0189682537930823], [0.7998955743976484], [0.00010442560235190967], [3.0], [3.0], [3.0], [3.0]]
[[1163.0268184865126], [2314.692887798018], [0.02656725534334497], [0.4049555106452849], [0.39504448935471537], [3.0], [3.0], [3.0], [3.0]]
[[1175.2690987563708], [2327.0387003195005], [-0.006458643780663631], [0.7998966999849579], [0.00010330001504232911], [3.0], [3.0], [3.0], [3.0]]
[[1269.2829220766432], [2469.1574968418095], [0.02897567628020017], [0.4089073425044343], [0.391092657495566], [3.0], [3.0], [3.0], [3.0]]
