h0,h1,h2,h3,h4,h5,h6,h7,h8
1824.8725,3231.8725000000004,165.09000000000003,0.029100000000000015,0.03090000000000004,1.12,1.12,1.12,1.12
1824.181517981201,3230.9633379648108,162.80146280645613,0.029370934482346178,0.030629065517653875,1.12,1.12,1.12,1.12
1823.490933652969,3230.0546246247345,160.52896905227806,0.029636475491899905,0.030363524508100148,1.12,1.12,1.12,1.12
1822.800743951324,3229.1463558485384,158.2725190833779,0.02989673043026453,0.030103269569735525,1.12,1.12,1.12,1.12
1822.1109458795645,3228.238527595693,156.0321132062312,0.030151804558599116,0.029848195441400938,1.12,1.12,1.12,1.12
1821.4215365066584,3227.331135914214,153.80775172883924,0.03040180104039114,0.029598198959608912,1.12,1.12,1.12,1.12
1820.7325129656735,3226.424176938536,151.599434889384,0.030646820983361023,0.02935317901663903,1.12,1.12,1.12,1.12
1820.0438724522562,3225.5176468874693,149.40716329723344,0.030886963480520835,0.02911303651947922,1.12,1.12,1.12,1.12
1819.3556122231453,3224.6115420621923,147.23093685588358,0.031122325650403293,0.02887767434959676,1.12,1.12,1.12,1.12
1818.6677295947284,3223.7058588443088,145.07075606589265,0.03135300267648172,0.02864699732351833,1.12,1.12,1.12,1.12
1817.9802219416356,3222.800593693948,142.92662135173194,0.031579087845796716,0.028420912154203337,1.12,1.12,1.12,1.12
1817.2930866953689,3221.895743147923,140.7985326326541,0.03180067258680741,0.028199327413192643,1.12,1.12,1.12,1.12
1816.6063213429707,3220.99130381793,138.68649049915902,0.032017846506483205,0.027982153493516848,1.12,1.12,1.12,1.12
1815.9199234257235,3220.0872723888,136.59049521323215,0.03223069742665158,0.027769302573348476,1.12,1.12,1.12,1.12
1815.2338905378838,3219.183645616789,134.51054685462404,0.03243931141961787,0.027560688580382187,1.12,1.12,1.12,1.12
1814.548220325453,3218.280420327923,132.4466456953902,0.032643772843071184,0.02735622715692887,1.12,1.12,1.12,1.12
1813.8629104849742,3217.377593416374,130.3987918987615,0.03284416437426557,0.02715583562573448,1.12,1.12,1.12,1.12
1813.1779587623646,3216.4751618428913,128.36698581923628,0.033040570623907584,0.02695942937609247,1.12,1.12,1.12,1.12
1812.4933629525126,3215.5731226342523,126.35122777707682,0.03323306741795512,0.026766932582044933,1.12,1.12,1.12,1.12
1811.809120896661,3214.671472879737,124.35151785543358,0.033421732588140074,0.02657826741185998,1.12,1.12,1.12,1.12
1811.1252304820996,3213.7702097307138,122.36785637423553,0.03360664241609357,0.026393357583906485,1.12,1.12,1.12,1.12
1810.441689641114,3212.869330399224,120.40024355501507,0.03378787166425107,0.026212128335748985,1.12,1.12,1.12,1.12
1809.7584963499644,3211.9688321566036,118.44867961707382,0.03396549360613821,0.026034506393861845,1.12,1.12,1.12,1.12
1809.0756486278904,3211.0687123321395,116.51316477495588,0.034139580056053775,0.025860419943946278,1.12,1.12,1.12,1.12
1808.3931446563427,3210.1689684758594,114.59369911893985,0.03431019806122565,0.025689801938774404,1.12,1.12,1.12,1.12
1807.7109824192937,3209.2695978674737,112.69028297488914,0.03447741996215081,0.02552258003784924,1.12,1.12,1.12,1.12
1807.0291600593896,3208.3705980026634,110.80291654408032,0.03464131336927401,0.025358686630726046,1.12,1.12,1.12,1.12
1806.3476757585556,3207.4719664300687,108.93160002344722,0.03480194454654345,0.025198055453456603,1.12,1.12,1.12,1.12
1805.6665277371176,3206.5737007501125,107.07633360572267,0.03495937843824687,0.025040621561753185,1.12,1.12,1.12,1.12
1804.9857142529463,3205.675798613839,105.23711747861894,0.035113678695312955,0.024886321304687098,1.12,1.12,1.12,1.12
