h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12
2.8725,0.47250000000000003,8769.320000000002,0.06510000000000002,0.1516247584249848,0.13509999999999966,0.07490000000000008,0.16142475842498594,0.14490000000000047,1.12,1.12,1.12,1.12
2.870203877532655,0.47768298551765653,8768.030977514214,0.06738811397681202,0.14541201386698854,0.12371113182020077,0.07261188602318808,0.1676375029829822,0.15628886817979937,1.12,1.12,1.12,1.12
2.881325555143966,0.4784980372346823,8770.287520594997,0.07047883301694222,0.14599795686821504,0.12468230111521128,0.06952116698305788,0.1670515599817557,0.15531769888478886,1.12,1.12,1.12,1.12
2.870203877532655,0.47768298551765653,8768.030977514214,0.06738811397681202,0.1487078770368282,0.12959940016623883,0.07261188602318808,0.16434163981314254,0.1504005998337613,1.12,1.12,1.12,1.12
2.870203877532655,0.47768298551765653,8768.030977514214,0.06738811397681202,0.14290277990996003,0.11284486120069781,0.07261188602318808,0.1701467369400107,0.16715513879930233,1.12,1.12,1.12,1.12
2.832455879057096,0.47015392961791036,8761.097438405424,0.05697896691236656,0.15824622806525634,0.11175543545686972,0.08302103308763353,0.1548032887847144,0.16824456454313041,1.12,1.12,1.12,1.12
2.841496535006484,0.4736027711586175,8762.505986018787,0.05835626122396309,0.1507916504398319,0.08168607537219996,0.081643738776037,0.16225786641013884,0.19831392462780018,1.12,1.12,1.12,1.12
2.806310564792735,0.4673978109927186,8755.909861064898,0.04947599500548852,0.1676298859211962,0.07709668160235872,0.09052400499451158,0.14541963092877452,0.20290331839764142,1.12,1.12,1.12,1.12
2.79197304624343,0.4699629180956638,8752.435557534835,0.04859667402469717,0.1566913936688723,0.0635181370440091,0.09140332597530293,0.15635812318109843,0.21648186295599103,1.12,1.12,1.12,1.12
2.7827762291797478,0.46209198107840377,8751.669405830864,0.04835657204935065,0.16781853811790293,0.06105482794536521,0.09164342795064945,0.1452309787320678,0.21894517205463493,1.12,1.12,1.12,1.12
2.7547910322757314,0.4590425778148326,8746.119935585284,0.04322183045998168,0.1622949843627861,0.05734386650728429,0.09677816954001842,0.15075453248718462,0.22265613349271585,1.12,1.12,1.12,1.12
2.760849060390161,0.4608796046335729,8747.1411055597,0.04426009532633038,0.15920489815753203,0.05407618249026258,0.09573990467366972,0.1538446186924387,0.22592381750973756,1.12,1.12,1.12,1.12
