h0,h1,h2,h3,h4,h5,h6,h7,h8
337.138125,1409.638125,39.034127780000006,0.0369,0.09252305898749025,0.08189999999999975,0.05309999999999998,0.10872305898749074,0.09810000000000019
337.13653530664726,1409.5627353085895,38.98006871085818,0.03706863919388172,0.09284486190621033,0.08231909980259122,0.052931360806118266,0.10840125606877066,0.09768090019740872
337.1351799407635,1409.4871742951714,38.92609686709888,0.03723391014440845,0.09315947142336267,0.08273331799651357,0.05276608985559153,0.10808664655161832,0.09726668200348637
337.1340548575452,1409.4114468880425,38.87221251090811,0.037395880191103834,0.09346702393869438,0.08314270854644518,0.05260411980889615,0.1077790940362866,0.09685729145355476
337.1331561018896,1409.3355578698147,38.81841587372254,0.03755461532281541,0.09376765334362941,0.08354732486118016,0.05244538467718457,0.10747846463135158,0.09645267513881978
337.13247980581485,1409.2595118823597,38.764707157632685,0.03771018020546603,0.09406149106806633,0.08394721979826703,0.052289819794533954,0.10718462690691466,0.09605278020173291
337.13202218596285,1409.1833134316284,38.71108653676038,0.03786263820962961,0.09434866612627013,0.08434244566819554,0.05213736179037037,0.10689745184871086,0.0956575543318044
337.13177954125246,1409.1069668919006,38.65755415836814,0.03801205143538673,0.09462930516254531,0.08473305424141392,0.05198794856461325,0.10661681281243568,0.09526694575858602
337.13174825058724,1409.0304765101096,38.604110144057124,0.03815848073805178,0.09490353249541089,0.08511909675324603,0.0518415192619482,0.1063425854795701,0.09488090324675391
337.13192477063683,1408.9538464100415,38.55075459093751,0.03830198575365121,0.09517147016093025,0.08550062390848506,0.051698014246348775,0.10607464781405074,0.09449937609151488
337.13230563370695,1408.87708059631,38.49748757271448,0.0384426249235139,0.09543323795531639,0.08587768588642469,0.051557375076486084,0.1058128800196646,0.09412231411357525
337.1328874456868,1408.800182958181,38.44430914072791,0.03858045551835708,0.09568895347670525,0.08625033234583834,0.051419544481642904,0.10555716449827574,0.0937496676541616
337.1336668840682,1408.7231572732485,38.391219324948025,0.03871553366202107,0.09593873216612064,0.08661861242990582,0.05128446633797891,0.10530738580886034,0.09338138757009412
337.13464069603475,1408.6460072109692,38.33821813492921,0.03884791435440259,0.09618268734763863,0.08698257477109039,0.051152085645597395,0.10506343062734236,0.09301742522890954
337.1358056966164,1408.568736336069,38.28530556072393,0.03897765149401726,0.09642093026777493,0.08734226749596607,0.05102234850598272,0.10482518770720606,0.09265773250403386
337.13715876692345,1408.4913481118722,38.23248157380209,0.039104797900432794,0.09665357013321174,0.08769773822892163,0.05089520209956719,0.10459254784176925,0.09230226177107831
337.1386968524068,1408.4138459033866,38.17974612783385,0.039229405336834694,0.09688071414982025,0.088049034098099,0.05077059466316529,0.10436540382516074,0.09195096590190094
337.14041696119153,1408.3362329803397,38.127099159485596,0.03935152452919634,0.09710246755998148,0.08839620173961682,0.050648475470803644,0.10414365041499951,0.09160379826038312
337.14231616247645,1408.2585125201351,38.07454058921453,0.03947120518815532,0.0973189336786019,0.08873928730322556,0.05052879481184466,0.1039271842963791,0.09126071269677438
337.14439158497873,1408.1806876106752,38.02207032200958,0.03958849602949946,0.09753021392883532,0.08907833645618657,0.050411503970500524,0.10371590404614567,0.09092166354381337
337.14664041543085,1408.102761253088,37.969688248102244,0.03970344479416814,0.0977364078771229,0.08941339438782914,0.050296555205831844,0.10350971009785809,0.0905866056121708
337.1490598971263,1408.024736364353,37.91739424364847,0.039816098267846545,0.09793761326755734,0.08974450581406795,0.05018390173215344,0.10330850470742364,0.09025549418593198
337.1516473285107,1407.9466157798374,37.865188171383465,0.039926502300161704,0.09813392605558724,0.0900717149818776,0.05007349769983828,0.10311219191939375,0.08992828501812233
337.15440006181944,1407.8684022557418,37.81306988125006,0.04003470182348817,0.09832544044107555,0.09039506567373096,0.04996529817651181,0.10292067753390544,0.08960493432626898
337.15731550175695,1407.7900984714593,37.76103921100223,0.04014074087137173,0.0985122489007228,0.09071460121199715,0.04985925912862825,0.10273386907425819,0.08928539878800279
337.1603911042184,1407.7117070318607,37.7090959867845,0.040244662596579786,0.09869444221987106,0.09103036446330198,0.0497553374034202,0.10255167575510993,0.08896963553669796
337.1636243750496,1407.6332304694918,37.65724002368917,0.04034650928879542,0.09887210952370784,0.09134239784285136,0.04965349071120456,0.10237400845127315,0.08865760215714857
337.16701286884785,1407.5546712467044,37.60547112628977,0.04044632239192002,0.09904533830784273,0.09165074331871836,0.049553677608079966,0.10220077966713825,0.08834925668128157
337.1705541877963,1407.4760317577063,37.553789089155345,0.04054414252095859,0.09921421446833179,0.09195544241609382,0.049455857479041396,0.1020319035066492,0.08804455758390611
337.1742459805352,1407.3973143305543,37.50219369734411,0.040640009478167524,0.09937882233111239,0.09225653622149937,0.04935999052183246,0.1018672956438686,0.08774346377850056
337.1780859410664,1407.3185212290718,37.45068472687805,0.04073396227071535,0.09953924468090042,0.09255406538697086,0.04926603772928463,0.10170687329408057,0.08744593461302907
337.182071807691,1407.2396546547068,37.39926194519842,0.04082603912585518,0.09969556278951175,0.09284807013420265,0.0491739608741448,0.10155055518546924,0.08715192986579728
337.1862013619779,1407.1607167483255,37.347925111604006,0.04091627750656704,0.09984785644365635,0.09313859025865939,0.049083722493432944,0.10139826153132464,0.08686140974134055
337.19047242776315,1407.0817095919538,37.29667397767234,0.04100471412688403,0.09999620397220177,0.09342566513365408,0.048995285873115954,0.10124991400277922,0.08657433486634586
337.19488286973467,1407.0026352076302,37.24550828549396,0.0410913849560402,0.10014068230990114,0.09370933376437757,0.04890861504395978,0.10110543566507985,0.08629066623562237
